ID,cg,y,bv
1,group_1,4.729079628694851,3.746221897961966
2,group_2,2.2844498881455495,1.9623449145466165
3,group_1,0.1636317489631567,1.6048962398188082
4,group_2,3.6655174333125307,2.4534523531587054
5,group_4,-0.0683501061569009,0.9653889481117538
6,group_2,1.5344839784948197,1.2690664809404597
7,group_2,1.5725488476113014,2.063952743199904
8,group_1,0.5032239887995342,1.0315473303433484
9,group_4,-0.4686763310656706,0.4210501621360705
10,group_2,0.6355150156140814,0.5268841953344129
11,group_1,0.1756331333967589,1.3836109859561252
12,group_1,0.8347628074728536,1.830637600667185
13,group_4,0.9116723821653038,1.1377875440312326
14,group_3,-2.009788726153981,0.25650479103427193
15,group_4,2.4584312633569887,3.8795339826783515
16,group_1,1.863572948300198,3.6872821666687137
17,group_2,2.4003329247532688,1.0582681305599195
18,group_1,1.4976002764279437,2.489404851012604
19,group_2,2.080315295290057,1.7743805609300973
20,group_3,-0.3753332354258209,1.4598688325550682
21,group_4,1.4995273898565622,1.4811921272460502
22,group_2,1.3154035996620432,-0.043650842802308985
23,group_4,0.30333217304735755,1.1949717161598916
24,group_3,0.5323588899475967,2.515553764587668
25,group_3,0.250232495841471,2.3393647048647064
26,group_2,2.320533249345039,2.0672208586228975
27,group_1,1.6607275410887015,1.5217543363116168
28,group_2,4.781211282495586,3.4659856786553895
29,group_4,0.801564329015755,1.7476653496601884
30,group_2,2.4097348565858465,2.3701351309618395
31,group_2,-0.0012078905973087473,1.4733822639441079
32,group_2,3.609908297268045,2.568984147321443
33,group_2,1.6220188581959547,1.1196564483943703
34,group_2,2.493489624174766,1.970941409257403
35,group_4,2.086517873366843,3.131124539028386
36,group_2,3.592112042191325,2.890972266360957
37,group_2,2.270959490591703,1.273202151275002
38,group_4,0.5566340269128929,0.9825936492775975
39,group_2,2.7401352095531806,1.9292326265544646
40,group_1,-0.6771774341071972,1.163645858674303
41,group_1,1.2849316202822425,2.8976965395085785
42,group_2,2.845027502865244,2.243840718737656
43,group_1,0.8171735678536056,1.2331107994375488
44,group_3,0.9307000664486177,2.130579263030788
45,group_2,3.592952376980525,3.911806410249499
46,group_2,0.6948130619672599,1.995945922627583
47,group_3,0.314262157930862,1.629893501239064
48,group_1,0.32638465403628913,1.1774568990230294
49,group_3,1.7683747542111323,2.9553884582687724
50,group_3,1.4803127508643663,3.2512319731235935
51,group_2,3.4480973764957366,1.9603858939132675
52,group_4,0.49277184361165194,2.656485244288201
53,group_2,3.9831253529758013,3.6020592416683628
54,group_4,1.6645199760706129,1.8358556564147919
55,group_2,3.1803611772709526,2.8418991975900387
56,group_3,1.5582949198424358,3.3063612207545146
57,group_3,-0.7268375934415781,1.130765562102104
58,group_2,0.17106982422492445,1.323897848694678
59,group_1,1.822036550677832,2.173456365523468
60,group_1,1.4875501762883607,2.6203575294155197
61,group_2,1.0987170020262131,1.5343911038059754
62,group_1,1.804681708423315,2.1365747957499055
63,group_3,1.5290233888257783,2.155793027742699
64,group_2,2.686965625789655,2.142406517949083
65,group_3,0.41045971837946615,2.3165142755642094
66,group_2,1.7223582923233205,1.152862627915069
67,group_4,2.4373478841905487,2.8579039418250054
68,group_1,1.190398050095447,2.3040819063056794
69,group_4,2.006403111984099,3.039569078575945
70,group_2,0.3377118000639825,1.2969564941553149
71,group_1,1.7526319832286579,2.671818554101886
72,group_2,1.4749415597763595,1.0322647906526443
73,group_1,0.3829032698070964,1.6045382170329978
74,group_1,1.7100612856687836,2.919317788849236
75,group_1,2.190648039639325,3.295003137332258
76,group_3,2.0650117409850206,2.833082509946381
77,group_3,3.8828015498965476,4.280040410107825
78,group_3,1.1704863556442588,3.2299559081439684
79,group_1,2.6083946356640926,3.2299361669697717
80,group_1,0.7494930584199143,2.6342207848959367
81,group_4,1.602775400518282,2.5624533746627685
82,group_1,2.213857210682794,3.2537679466901777
83,group_4,1.736790594422374,3.304334113382269
84,group_4,3.3303004015186657,3.8240645688191637
85,group_1,0.7977846929666719,1.6079676915177383
86,group_2,1.2925528574026364,1.113230800262395
87,group_4,3.8811423168637007,4.510763834885444
88,group_2,5.115364734996964,3.7054628118847686
89,group_1,1.8416191173433245,2.565521050048634
90,group_2,4.6711336257627805,3.6720891061859793
91,group_3,1.0846626739244611,3.0263142140054957
92,group_4,2.896980520463954,3.0042981774651585
93,group_4,3.2405895152703126,3.3961226346136497
94,group_2,5.32306662042902,4.035731120074514
95,group_4,1.185362548219111,1.67239911791709
96,group_3,0.847586662658525,2.7224514433291245
97,group_4,2.078659665677158,4.462109183032766
98,group_4,1.322359866883879,2.278262503514098
99,group_1,0.911541521302218,1.6300877860205727
100,group_4,3.516715628164986,4.56207077070384
101,group_3,2.102740283424828,3.5538478545089127
102,group_3,0.6157341459156842,2.4000675385748806
103,group_3,2.2203489632197657,3.229445177090473
104,group_1,3.1197331620085285,3.2537892003000732
105,group_1,0.7652265894927358,2.523216797605983
106,group_4,1.9917651068254445,3.117890723518301
107,group_3,1.992947064138547,3.072526404859659
108,group_3,1.4411214469075682,3.6504216545313426
109,group_1,1.2611874900810165,1.9021556515064006
110,group_4,2.6591161452194907,3.251709726243416
111,group_3,0.6976157984636729,2.6308012434737718
112,group_4,2.5021566451650905,3.232281985983589
113,group_2,3.6740050848328325,3.2185713028302065
114,group_2,6.038296699254102,4.676963274375242
115,group_3,0.3772270244427801,2.508753281312553
116,group_4,0.3203890485532841,2.0282237639368756
117,group_1,1.2696125006870553,2.0155953604774797
118,group_1,1.6008390449408707,3.589099308218515
119,group_1,2.2038773476931297,2.5932232648721074
120,group_4,3.7573049193750085,3.9506415797962697
121,group_4,2.394970268341996,3.38149760650544
122,group_3,0.1437097122933939,3.425442344782794
123,group_3,1.7783850801561534,2.774205687881906
124,group_2,4.506169737256985,3.4475779699739326
125,group_3,2.0141090855948494,3.3425836089805983
126,group_4,1.8782736766766206,3.47204145385754
127,group_2,3.790646770648581,3.635702101826449
128,group_1,3.6095926242171505,4.025083803150296
129,group_1,1.9929062057588984,4.432459175643598
130,group_3,0.23823154240078853,2.067425750238424
131,group_1,2.3853361330664296,3.735433638077566
132,group_4,2.5885473268598584,2.43755107728719
