ID,EBV,PEV
1,1.3454235971519684,0.10509882456076114
2,0.44711318173953596,0.10306803570376524
3,0.964001367092173,0.10537301580089102
4,1.264656079180342,0.11962064195789762
5,-0.5333081231263226,0.11876802308998544
6,-0.8044515074494739,0.11152252024232812
7,-0.046188894391831756,0.11840882833316697
8,0.4550939708117444,0.10239233784633632
9,-0.5170504148858766,0.11039954580671137
10,-0.1495983491060115,0.10516071789817248
11,0.696697750020277,0.11969526135005486
12,0.4787742241413317,0.10681316356456404
13,0.27862189518994435,0.11000901809402255
14,0.41804821933058756,0.1170223113010859
15,0.9400854535295706,0.12637396588058947
16,1.2523625703776067,0.11833701507008342
17,0.428209606318267,0.1204803161406256
18,0.3087397331759042,0.11444617230466463
19,0.4200991403624115,0.11376588675863687
20,0.825528437387977,0.13461070943690012
21,0.21568223605363745,0.10356041007950242
22,-0.06829651395874534,0.12893282684411622
23,-0.8188491832265206,0.11903687912102234
24,-0.762670368309266,0.10994941731371975
25,-0.7027120224710157,0.10475618528447045
26,0.4323508355324727,0.11113132663767124
27,-0.9230137778945722,0.11873541649119207
28,-0.44742960477366395,0.1047952219931019
29,0.11543906443918306,0.13103029830836863
30,-0.5839493262421922,0.11776301531657948
31,-0.11723056493548782,0.11596820274122688
32,-0.21013218509362255,0.115688272028455
33,0.8289710452447387,0.11601402295105598
34,-0.5430943663626329,0.11051462961470264
35,-0.49514651580073193,0.10537794007707424
36,0.8284993912262245,0.10997985311905337
37,-0.2627256242103211,0.09947853043842166
38,-0.4000517749001157,0.10395021721487424
39,0.5600069599411662,0.11305231464884871
40,0.7042166159577049,0.11706069048149033
41,-0.9378283941408893,0.12184152848746607
42,0.28920361665771904,0.10241779903930173
43,0.9801640898973757,0.10775275112664819
44,0.9292123254304097,0.11213091886334701
45,0.40168039893703844,0.12155166169092171
46,-0.39401513038795394,0.1040842840499309
47,0.4704839044388106,0.13155515821886485
48,0.1792508677501285,0.1171421042041621
49,-0.07173271878894721,0.11020850480542788
50,-0.5467061813754291,0.12859183447344796
51,-0.5238863971373707,0.11868630552054915
52,-0.4681707869404889,0.10531922558474925
53,0.6187948526043793,0.10732769291285098
54,0.3946339516234945,0.11563034194376645
55,-0.1290192191622689,0.12627808532437945
56,-1.1927005274872622,0.10974138776046932
57,0.25448774764159426,0.10479464523063925
58,0.3647512355105994,0.11534159034279863
59,-0.49403113854409986,0.11731867780671129
60,-0.03090463678870525,0.11066334313011615
61,0.5907869456211443,0.11206264395445548
62,0.043499855447636654,0.09273512976246204
63,0.30383271550466795,0.1066300131341472
64,0.2988664409633578,0.11596706416277887
65,1.0946181122434049,0.11934834920092313
66,-0.2702273785645406,0.11059365531012977
67,0.7406702201187103,0.11056086032764394
68,-0.6538299673245485,0.10203103371966477
69,0.959389123270142,0.11347692856634344
70,-0.9783978997302187,0.12485517517687912
71,0.6587175382306429,0.11846833806708025
72,-0.23358157267415058,0.11273969326018375
73,-0.47790613301905427,0.10641878007294565
74,-1.4219122410326643,0.11115203828284864
75,-0.2358218436053571,0.12121811069812496
76,0.6317565394293039,0.11924055329476879
77,-0.34513518785077635,0.10601231982867065
78,0.6619043332828864,0.11694082878503752
79,1.3399482934603468,0.11650426162276463
80,-0.09550956563644983,0.11159445306622505
81,0.9459571309244382,0.09824189811255722
82,0.307382001623286,0.133484054738849
83,0.46092637224196276,0.12936337334295372
84,-0.4848401274640678,0.11411774683430145
85,0.31203661190761983,0.10115481557768674
86,0.7301457759279218,0.11197666324515346
87,0.31837613895005024,0.11210691660592924
88,0.7073640756193098,0.12135587514335672
89,1.5035023004234438,0.1152507588649015
90,0.2974963474351401,0.11461894550885911
91,-0.9704910892597158,0.12030503768410297
92,0.7638394387561821,0.11567617904938761
93,-1.046104558511864,0.12698687706954018
94,0.041016740095460025,0.10687584034904304
95,0.5372176616911561,0.10652587546665607
96,-0.26803570194532855,0.09906402314277875
97,-0.09463836225973538,0.11305612076788527
98,0.020209219735455735,0.1048918626712054
99,-0.5776803947097237,0.12174093860317141
